ticker,drug_name,indication,v_actual_date,disease_genetic_basis,feat_genetic_basis_encoded,feat_heritability_proxy_score,feat_heritability_level,feat_disease_molecular_heterogeneity_score,feat_rare_disease_flag,feat_oncology_flag,mesh_level1,issue,root_cause,imputation_in_training,conflict
ANAB,Etokimab,Peanut Allergy,2018-03-30,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LXRX,Sotagliflozin (SAR439954),Type 2 Diabetes Mellitus,2019-04-22,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ALKS,ALKS 3831,Schizophrenia,2018-11-07,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Cabozantinib S-malate,Fallopian Tube Clear Cell Adenocarcinoma; Ovarian Clear Cell Adenocarcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma,2019-02-09,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,[18F] FMISO,Liver Cancer; Liver Neoplasm; Hepatocellular Carcinoma; HCC,2018-03-07,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,amyloid PET,Cerebral Amyloid Angiopathy; Intracranial Hemorrhages; Alzheimer Disease,2016-02-17,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
ASMB,ABI-H0731,Chronic Hepatitis B,2019-06-21,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VCEL,ixmyelocel-T,Ischemic Dilated Cardiomyopathy (IDCM),2016-02-01,,,0.4,1.0,0.5,0,0,Cardiovascular Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PTCT,Ataluren,Duchenne Muscular Dystrophy,2018-02-09,,,0.4,1.0,0.5,0,0,Musculoskeletal Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,ALVAC-HIV,HIV Infection,2018-08-07,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Avelumab,"Testicular Neoplasms; Neoplasms, Germ Cell and Embryonal; Neoplasms; Testicular Diseases; Gonadal Disorders; Antineoplastic Agents; Molecular Mechanisms of Pharmacological Action",2019-02-28,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
KPTI,Selinexor,Acute Myeloid Leukemia (AML),2018-01-08,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Nivolumab,Colon Cancer Stage II/III,2019-06-17,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Pentetreotide,Cushing Syndrome; Endocrine Disease,2019-04-26,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Graft Manipulation (CD34+ Selection),"MDS (Myelodysplastic Syndrome); Myeloproliferative Disorder; Lymphoma, Non-Hodgkin; ALL (Acute B-Lymphoblastic Leukemia); AML (Acute Myelogenous Leukemia",2018-05-23,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Rituximab,Myelodysplastic Syndrome; Hodgkin's Lymphoma; Non-Hodgkin's Disease; Acute Leukemia; Multiple Myeloma,2015-10-14,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NRC,Rotavac,Rotavirus Gastroenteritis,2018-12-30,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,SOF/VEL,Hepatitis C Virus Infection,2018-09-25,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
MRK,V503,Cervical Cancer; Vulvar Cancer; Vaginal Cancer; Genital Warts; Human Papillomavirus Infection,2018-11-19,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,ZEMY software,Breast Cancer,2019-04-19,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
BMY,Abatacept,Juvenile Idiopathic Arthritis,2015-11-24,,,0.4,1.0,0.5,0,0,Musculoskeletal Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,Lanraplenib,Cutaneous Lupus Erythematosus,2019-03-13,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,Ixekizumab,Psoriatic Arthritis,2018-10-30,,,0.4,1.0,0.5,0,0,Musculoskeletal Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VRTX,VX-121,Cystic Fibrosis,2019-12-10,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,LY2228820,Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer,2017-05-25,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,Enzastaurin,Metastatic Renal Cell Carcinoma,2010-02-15,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,Multivalent group B streptococcus vaccine,Group B Streptococcal Infections,2018-06-25,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Trastuzumab,Breast Cancer,2018-09-14,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Trastuzumab,Breast Cancer,2016-12-22,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,LY900014,Diabetes Type 1,2018-09-04,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,Investigational Medical Product (IMP) administered in parent study,Osteoarthritis,2019-07-15,,,0.4,1.0,0.5,0,0,Musculoskeletal Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,Filgotinib,Rheumatoid Arthritis,2018-07-04,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AMGN,Carfilzomib,Multiple Myeloma,2016-07-22,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,PF-05221304 Monotherapy,Non-Alcoholic Fatty Liver Disease (NAFLD),2019-09-09,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AZN,Anifrolumab,Active Systemic Lupus Erythematosus,2018-09-27,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,Canakinumab,Atherosclerosis,2017-03-28,,,0.4,1.0,0.5,0,0,Cardiovascular Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Venetoclax,Follicular Lymphoma,2016-09-27,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,tirzepatide,Type 2 Diabetes Mellitus,2018-08-01,,,0.4,1.0,0.5,0,0,Endocrine System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,enzastaurin,Breast Cancer,2010-12-28,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,Treatment A: Matching placebo (morning dose) and QVM149 150/50/80 μg (evening dose),Asthma,2018-02-24,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Basmisanil,Schizophrenia,2019-12-12,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,Crisaborole ointment 2% BID,"Dermatitis, Atopic",2018-05-04,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,Galcanezumab,Migraine,2019-01-18,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,Panobinostat,Hematologic Neoplasms,2018-11-19,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,NSAID,"Chronic Pain; Osteoarthritis, Hip; Osteoarthritis, Knee",2018-10-05,,,0.4,1.0,0.5,0,0,Musculoskeletal Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
SNY,MenACYW conjugate vaccine,Meningococcal Infections,2018-09-10,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,Filgotinib,Rheumatoid Arthritis,2018-10-05,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,E/C/F/TAF,HIV-1 Infection,2017-10-09,,,0.4,1.0,0.35,0,0,Infectious Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,SOF/VEL/VOX,Hepatitis C Virus Infection,2018-03-19,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
VRTX,VX-445/TEZ/IVA,Cystic Fibrosis,2018-12-28,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,BGJ398,Recurrent Glioblastoma or Other Glioma Subtypes,2018-10-03,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
MRK,Grazoprevir 100 mg/Elbasvir 50 mg FDC tablet (MK-5172A),Chronic Hepatitis C,2015-06-10,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
MRK,Suvorexant,Sleep Initiation and Maintenance Disorders; Alzheimer Disease,2018-09-30,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
LLY,Abemaciclib,Metastatic Breast Cancer,2016-04-30,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,FGF401,Hepatocellular Carcinoma (HCC); Solid Malignancies,2019-05-30,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
GILD,SOF/VEL,Hepatitis C Virus Infection,2018-01-05,,,0.4,1.0,0.5,0,0,Digestive System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,RTH258,Neovascular Age Related Macular Degeneration,2019-07-02,,,0.4,1.0,0.5,0,0,Cardiovascular Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Pioglitazone,Squamous Cell Carcinoma of the Skin,2018-06-01,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
PFE,PF-04965842 100 mg,"Dermatitis, Atopic",2019-08-13,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
NVS,Fingolimod,Relapsing Forms of Multiple Sclerosis,2018-10-19,,,0.4,1.0,0.5,0,0,Nervous System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Docetaxel,Non-Small Cell Lung Cancer,2015-11-19,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AZN,AZD7594 DPI 55μg/50μg.,Asthma,2019-09-30,,,0.4,1.0,0.5,0,0,Respiratory Tract Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
AZN,Anifrolumab,Systemic Lupus Erythematosus,2018-01-22,,,0.4,1.0,0.5,0,0,Immune System Diseases,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
RHHBY,Trastuzumab Emtansine,Bladder Cancer; Pancreas Cancer; Cholangiocellular Carcinoma,2018-04-10,,,0.4,1.0,0.6,0,1,Neoplasms,encoded=NaN_imputed_to_0_in_training; level=1_from_0.40_null_fallback,disease_genetic_basis is NaN (not classified by enrich_disease_biology.py),feat_genetic_basis_encoded NaN -> 0.0 (ORDINAL_INT_FEATURES fillna),encoded=0 normally means none->proxy=0.10->level=0; but these get proxy=0.40->level=1
