ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
ABBV,2019-02-15,Gainer,0.41,,Clinical Data,,Venetoclax,NCT03069352,Acute Myeloid Leukemia (AML),,,,,"A Randomized, Double-Blind, Placebo Controlled Phase 3 Study of Venetoclax Co-Administered With Low Dose Cytarabine Versus Low Dose Cytarabine in Treatment Naïve Patients With Acute Myeloid Leukemia Who Are Ineligible for Intensive Chemotherapy",Phase 3,211.0,Acute Myeloid Leukemia (AML),COMPLETED,AbbVie,RANDOMIZED,2019-02-15,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,2.77,0.15,1.59,VeryLow,Noise,Low,2019-02-15,0.0,59.67,59.92,Low,True,False,2019-03-19,https://news.abbvie.com/2019-03-19-AbbVie-Provides-Update-on-VENCLEXTA-R-VENCLYXTO-R-venetoclax-Multiple-Myeloma-Program,,AbbVie Provides Update on VENCLEXTA®/VENCLYXTO® (venetoclax) Multiple Myeloma Program,"AbbVie (NYSE: ABBV), a research-based global biopharmaceutical company, today announced the U.S. Food and Drug Administration (FDA) has placed a partial clinical hold on all clinical trials...",True,high,"No clinical news found for ABBV on 2019-02-15; however, a material clinical event occurred on 2019-03-19 when FDA placed a partial clinical hold on venetoclax trials for multiple myeloma (separate from NCT03069352, which evaluated venetoclax with low-dose cytarabine for AML).",,FIX_DATE
SNY,2025-04-11,Gainer,3.71,,Clinical Data,,Itepekimab SAR440340,NCT04701983,Chronic Obstructive Pulmonary Disease,,,,,"Randomized, Double-blind, Placebo-controlled, Parallel Group Phase 3 Study to Evaluate the Efficacy, Safety, and Tolerability of SAR440340/REGN3500/Itepekimab (Anti-IL-33 mAb) in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD)",Phase 3,1127.0,Chronic Obstructive Pulmonary Disease,COMPLETED,Sanofi,RANDOMIZED,2025-04-11,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,3.33,1.11,1.46,VeryLow,Noise,Low,2025-04-11,4.39,47.55,49.31,Low,True,False,2025-05-30,https://www.sanofi.com/en/media-room/press-releases/2025/2025-05-30-05-00-00-3090818,,Press Release: Itepekimab met the primary endpoint in one of two COPD phase 3 studies,Itepekimab met the primary endpoint in one of two COPD phase 3 studies AERIFY-1 study met its primary endpoint of a statistically significant reduction in moderate or severe exacerbations in former...,True,high,No clinical news was found for Sanofi on or around 2025-04-11; the key itepekimab COPD Phase 3 AERIFY-1/2 data release occurred via a Sanofi press release on 2025-05-30 instead.,,FIX_DATE
AZN,2017-06-19,Gainer,0.29,,Clinical Data,,AZD9291 80 mg/40 mg + placebo,NCT02296125,Locally Advanced or Metastatic EGFR Sensitising Mutation Positive Non Small Cell Lung Cancer,,,,,"A Phase III, Double-blind, Randomised Study to Assess the Safety and Efficacy of AZD9291 Versus a Standard of Care Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor as First Line Treatment in Patients With Epidermal Growth Factor Receptor Mutation Positive, Locally Advanced or Metastatic Non Small Cell Lung Cancer.",Phase 3,674.0,Locally Advanced or Metastatic EGFR Sensitising Mutation Positive Non Small Cell Lung Cancer,COMPLETED,AstraZeneca,RANDOMIZED,2017-06-19,323156.6,208.45,5719.0,0.16,26.6,164.65556,buy,1.21,0.24,0.68,VeryLow,Noise,Low,2017-06-19,0.52,54.33,54.49,Low,True,False,,,,,,False,medium,No evidence was found of an AstraZeneca clinical-data press release or other material clinical news for AZD9291 (osimertinib) from trial NCT02296125 on or within one day of 2017-06-19; only the trial listing and later data cutoffs are documented.,,FLAG_FALSE_POSITIVE
SNY,2018-11-22,Gainer,0.34,,Clinical Data,,Isatuximab,NCT02990338,Plasma Cell Myeloma,,,,,"A Phase 3 Randomized, Open-label, Multicenter Study Comparing Isatuximab (SAR650984) in Combination With Pomalidomide and Low-Dose Dexamethasone Versus Pomalidomide and Low-Dose Dexamethasone in Patients With Refractory or Relapsed and Refractory Multiple Myeloma",Phase 3,307.0,Plasma Cell Myeloma,COMPLETED,Sanofi,RANDOMIZED,2018-11-22,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.68,0.2,1.24,VeryLow,Noise,Low,2018-11-23,-0.02,34.01,34.13,Low,True,False,2019-02-01,,,,,True,high,"No clinical news found for SNY on 2018-11-23; topline ICARIA-MM (NCT02990338) results were announced in February 2019, with full Phase 3 data presented June 2, 2019.",,FIX_DATE
MRK,2024-07-26,Loser,-0.47,,Clinical Data,,Sotatercept,NCT04896008,Pulmonary Arterial Hypertension,,,,,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Sotatercept When Added to Maximum Tolerated Background Therapy in Participants With Pulmonary Arterial Hypertension (PAH) World Health Organization (WHO) Functional Class (FC) III or FC IV at High Risk Mortality",Phase 3,173.0,Pulmonary Arterial Hypertension,COMPLETED,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",RANDOMIZED,2024-07-26,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.73,0.27,1.21,VeryLow,Noise,Low,2024-07-26,1.53,119.53,118.97,Low,True,True,2024-07-26,https://www.merck.com/news/merck-announces-pivotal-phase-3-zenith-trial-evaluating-winrevair-sotatercept-csrk-met-primary-endpoint-at-interim-analysis/,,Merck Announces Pivotal Phase 3 ZENITH Trial Evaluating WINREVAIR™ (sotatercept-csrk) Met Primary Endpoint at Interim Analysis - Merck.com,"WINREVAIR met primary endpoint of time to first morbidity or mortality event for the treatment of patients with pulmonary arterial hypertension (PAH) functional class III or IV at high risk of mortality Study to be stopped early and participants will be offered the opportunity to receive WINREVAIR Second positive phase 3 trial adds to growing body of evidence for WINREVAIR, an activin signaling inhibitor therapy that targets an underlying cause of PAH Merck (NYSE: MRK), known as MSD outside of the United States and Canada, announced today positive topline results from the Phase 3 ZENITH study ",True,high,"On 2024-07-26, Merck issued a Business Wire press release announcing positive topline Phase 3 ZENITH (NCT04896008) results showing sotatercept (WINREVAIR) met its primary morbidity/mortality endpoint at interim analysis and the trial was stopped early for efficacy.",,OK
AMGN,2025-02-28,Gainer,0.73,,Clinical Data,,apremilast,NCT06122649,Plaque Psoriasis,,,,,"A Phase 3b, Multicenter, Randomized, Double-blind, Placebo-controlled, Efficacy and Safety Study of Apremilast 30 mg Twice Daily in Chinese Subjects With Moderate to Severe Plaque-type Psoriasis",Phase 3,203.0,Plaque Psoriasis,COMPLETED,Amgen,RANDOMIZED,2025-02-28,209244.5,388.16,9129.0,2.69,85.0,350.0357,buy,2.3,0.32,1.49,VeryLow,Noise,Low,2025-02-28,1.62,296.52,298.69,Low,True,False,,,,,,False,high,"No Amgen clinical-data press release or other clinical news was found on or within one day of 2025-02-28 related to apremilast or trial NCT06122649; this Phase 3b study in Chinese subjects with plaque psoriasis is ongoing with completion expected in late 2025, and no results or data catalyst have been announced yet.",,FLAG_FALSE_POSITIVE
KOD,2023-03-28,Loser,-0.61,,Clinical Data,,KSI-301,NCT04964089,Wet Age-related Macular Degeneration,,,,,"A Prospective, Randomized, Double-masked, Active Comparator-controlled, Multi-center, Two-arm, Phase 3 Study to Evaluate the Efficacy and Safety of Intravitreal KSI-301 Compared With Intravitreal Aflibercept in Participants With Neovascular (Wet) Age-related Macular Degeneration (wAMD)",Phase 3,557.0,Wet Age-related Macular Degeneration,COMPLETED,Kodiak Sciences Inc,RANDOMIZED,2023-03-28,1636.1,26.8,72.0,16.85,94.2,35.5,strong_buy,8.66,0.07,2.81,VeryLow,Noise,Low,2023-03-28,22.52,4.93,4.9,Low,True,False,,,,,,False,medium,"No clinical data press release or other clinical news from Kodiak Sciences was found on or within one day of 2023-03-28 for the Phase 3 trial NCT04964089 of KSI-301; the only March 28, 2023 event is the trial’s listed completion date on ClinicalTrials.gov, not a public data catalyst.",,FLAG_FALSE_POSITIVE
CYTK,2023-11-10,Loser,-1.84,,Clinical Data,,"Aficamten (5 mg, 10 mg, 15 mg, and 20 mg)",NCT05186818,Obstructive Hypertrophic Cardiomyopathy (oHCM),,,,,"A Phase 3, Multi-Center, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy and Safety of CK-3773274 in Adults With Symptomatic Hypertrophic Cardiomyopathy and Left Ventricular Outflow Tract Obstruction",Phase 3,282.0,Obstructive Hypertrophic Cardiomyopathy (oHCM),COMPLETED,Cytokinetics,RANDOMIZED,2023-11-10,7607.3,62.22,882.2,15.66,115.6,91.16667,buy,5.39,0.34,2.95,VeryLow,Noise,Low,2023-11-10,-3.32,33.11,32.5,Low,True,False,2023-12-27,https://ir.cytokinetics.com/press-releases/press-release-details/2023/Cytokinetics-Announces-Positive-Results-From-SEQUOIA-HCM-the-Pivotal-Phase-3-Clinical-Trial-of-Aficamten-in-Patients-With-Obstructive-Hypertrophic-Cardiomyopathy-12-27-2023/default.aspx,,,,True,high,No clinical news was found for CYTK on or within 1 day of 2023-11-10; the key Phase 3 SEQUOIA-HCM topline aficamten data (NCT05186818) were instead announced in a material press release on 2023-12-27.,PR fetch: HTTP 403,FIX_DATE
REGN,2021-03-15,Gainer,2.65,,Clinical Data,,Cemiplimab,NCT03257267,Squamous Cell Carcinoma (SCC),,,,,"An Open-Label, Randomized, Phase 3 Clinical Trial of REGN2810 Versus Investigator's Choice of Chemotherapy in Recurrent or Metastatic Cervical Carcinoma",Phase 3,608.0,"Squamous Cell Carcinoma (SCC); Recurrent or Metastatic, Platinum-refractory Cervical Cancer",COMPLETED,Regeneron Pharmaceuticals,RANDOMIZED,2021-03-15,82638.0,781.67,8605.2,2.05,90.9,869.96155,buy,2.76,0.96,1.27,VeryLow,Noise,Low,2021-03-15,2.27,468.3,480.69,Low,True,False,,,,,,False,medium,No Regeneron clinical-data press release or other material clinical news specific to cemiplimab/EMPOWER-Cervical 1 (NCT03257267) was found on or within one day of 2021-03-15; the trial and its positive results are documented but not tied to that date by any official catalyst.,,FLAG_FALSE_POSITIVE
SRPT,2023-10-04,Loser,-2.19,,Clinical Data,,delandistrogene moxeparvovec,NCT05096221,Duchenne Muscular Dystrophy,,,,,"A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",Phase 3,126.0,Duchenne Muscular Dystrophy,COMPLETED,"Sarepta Therapeutics, Inc.",RANDOMIZED,2023-10-04,1756.2,16.76,939.6,24.56,90.3,21.04348,hold,2.81,0.78,1.53,VeryLow,Noise,Low,2023-10-04,0.8,120.45,117.81,Low,True,True,2023-10-30,,,,,True,high,"Sarepta announced Phase 3 EMBARK topline results on 2023-10-30 showing the primary endpoint (NSAA score change) was not met, but key secondary endpoints (Time to Rise, 10-meter walk test) showed statistically significant improvements with no new safety signals.",,OK
RHHBY,2023-04-03,Loser,-0.11,,Clinical Data,,Baloxavir Marboxil,NCT03653364,Influenza,,,,,"A Multicenter, Single-Arm, Open-Label Study to Assess the Safety, Pharmacokinetics, and Efficacy of Baloxavir Marboxil in Otherwise Healthy Pediatric Patients From Birth to < 1 Year With Influenza-Like Symptoms",Phase 3,49.0,Influenza,COMPLETED,Hoffmann-La Roche,,2023-04-03,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.24,0.09,0.96,VeryLow,Noise,Low,2023-04-03,0.7,33.29,33.26,Low,True,False,,,,,,False,high,"No clinical news or material data release by Roche/Genentech related to NCT03653364 (baloxavir marboxil pediatric study) was found on or around 2023-04-03; later Xofluza baloxavir announcements concern different trials (e.g., CENTERSTONE, NCT03969212) and dates.",,FLAG_FALSE_POSITIVE
MRNA,2025-10-20,Gainer,4.73,,Clinical Data,,mRNA-1273.214,NCT05436834,SARS-CoV-2,,,,,"An Open-Label, Phase 3 Study to Evaluate the Safety and Immunogenicity of mRNA Vaccines for SARS-CoV-2 Variants in Participants Aged 6 Months to < 6 Years",Phase 3,1807.0,SARS-CoV-2,COMPLETED,"ModernaTX, Inc.",NON_RANDOMIZED,2025-10-20,20931.6,53.57,5799.0,22.2,77.5,42.25,hold,5.49,0.86,2.54,VeryLow,Noise,Low,2025-10-20,5.69,26.01,27.24,Low,True,False,,,,,,False,medium,No clinical news or material data release by Moderna related to NCT05436834 or mRNA-1273.214 was found on or within one day of 2025-10-20.,,FLAG_FALSE_POSITIVE
AMGN,2024-09-15,Gainer,0.85,,Clinical Data,,Rocatinlimab,NCT05724199,Atopic Dermatitis,,,,,"A Phase 3, Randomized, 24-week, Placebo-controlled, Double-blind Study to Assess the Efficacy, Safety, and Tolerability of Rocatinlimab (AMG 451) in Combination With Topical Corticosteroids and/or Topical Calcineurin Inhibitors in Adult Subjects With Moderate-to-severe Atopic Dermatitis (AD) (ROCKET-SHUTTLE)",Phase 3,746.0,Atopic Dermatitis,COMPLETED,Amgen,RANDOMIZED,2024-09-15,209244.5,388.16,9129.0,2.69,85.0,350.0357,buy,1.91,0.45,0.76,VeryLow,Noise,Low,2024-09-16,0.11,317.22,319.9,Low,True,False,2024-09-25,https://www.kyowakirin.com/media_center/news_releases/2024/pdf/e20240925_01.pdf,,,"%PDF-1.7 %���� 238 0 obj <>stream �$Z�""��L5ի&=h��;� �`E:� ��<�bZ ���aLA�ƌ�X���o��}v���o���_�1K��� �5!�e��Y����. ���z�3I;p�M�L Uv����l��t��=Q��3��UծFdG�i��]I��GI����3o�Q�>vt�Ib��ҋ��9�/KxJ�I �[N�pGr�(�NN�uK��ڬ fmȑ��1IA��f?�����VW��;�Fc`�fp[��Y��(���y��xH��=kf����(� �DoE� E�zpz�̲""��ղ��'�� �-�8ʬ8$J�6�:�G�]�������T\�zD�O""fz*ߍ�Nc�P������1�sW�� qv�akdz�B :\_����2��킮D�<�IĵK��碁�A�e �ql�N�<�B�H�pm��8�w��9�-Ӽ� }��%������y�Q� ���&��f��� Ǌ��$ 9Ѹ�oa_���۟����x$=mf�T��h����T��[����������� ��rx&���jF��"" �>��CNPc�6̦L<��:�xtS I��#� Y�I~�{���r�4�8=�]�s��[�A|��� 0�EЦI",True,high,"No AMGN clinical press release was found on or near 2024-09-16; the relevant rocatinlimab Phase 3 top-line data (ROCKET HORIZON, NCT05724199 program) were disclosed instead by Kyowa Kirin on 2024-09-25.",,FIX_DATE
LLY,2024-07-19,Gainer,1.01,,Clinical Data,,Insulin Efsitora Alfa,NCT05662332,Type 2 Diabetes,,,,,"A Phase 3, Parallel-Design, Open-Label, Randomized Control Study to Evaluate the Efficacy and Safety of LY3209590 Administered Weekly Using a Fixed Dose Escalation Compared to Insulin Glargine in Insulin-Naïve Adults With Type 2 Diabetes",Phase 3,795.0,Type 2 Diabetes; T2D,COMPLETED,Eli Lilly and Company,RANDOMIZED,2024-07-19,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.25,0.45,1.04,VeryLow,Noise,Low,2024-07-19,2.01,838.65,847.11,Low,True,False,2025-06-22,https://www.prnewswire.com/news-releases/lillys-once-weekly-insulin-efsitora-alfa-demonstrated-a1c-reduction-and-a-safety-profile-consistent-with-daily-insulin-in-multiple-phase-3-trials-302487669.html,"June 22, 2025",Lilly's once-weekly insulin efsitora alfa demonstrated A1C reduction and a safety profile consistent with daily insulin in multiple Phase 3 trials,"Results from the fixed-dose QWINT-1 study, along with the QWINT-3 and QWINT-4 studies, reinforce efsitora's potential to simplify insulin management with weekly dosing Lilly plans to submit efsitora for the treatment of adults with type 2 diabetes to global regulatory agencies by the end of this year INDIANAPOLIS , June 22, 2025 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY ) today announced detailed results from QWINT-1, QWINT-3, and QWINT-4 Phase 3 clinical trials evaluating the safety and efficacy of investigational once-weekly insulin efsitora alfa (efsitora) in adults with type 2 diabe",True,high,"No clinical news was found for Eli Lilly on or near 2024-07-19 related to NCT05662332; the key Phase 3 data for insulin efsitora alfa (including QWINT-1, NCT05662332) were instead detailed in a material press release on 2025-06-22.",,FIX_DATE
PHVS,2025-10-17,Loser,-3.39,,Clinical Data,,"Deucrictibant, Placebo",NCT06343779,Hereditary Angioedema,,,,,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Cross-over Study of Oral Deucrictibant Soft Capsule for On-Demand Treatment of Attacks in Adolescents and Adults With Hereditary Angioedema",Phase 3,134.0,"Hereditary Angioedema; Hereditary Angioedema Type I; Hereditary Angioedema Type II; Hereditary Angioedema Types I and II; Hereditary Angioedema Attack; Hereditary Angioedema With C1 Esterase Inhibitor Deficiency; Hereditary Angioedema - Type 1; Hereditary Angioedema - Type 2; C1 Esterase Inhibitor [C1-INH] Deficiency; C1 Esterase Inhibitor Deficiency; C1 Esterase Inhibitor, Deficiency of; C1 Inhibitor Deficiency; Hereditary Angioedema - Type 3; Hereditary Angioedema Type III",COMPLETED,Pharvaris Netherlands B.V.,RANDOMIZED,2025-10-17,1844.2,28.39,329.3,1.45,92.6,46.494495,strong_buy,6.36,0.53,2.15,VeryLow,Noise,Low,2025-10-17,8.1,21.86,21.12,Low,True,False,2025-12-03,https://www.globenewswire.com/news-release/2025/12/03/3198720/0/en/Pharvaris-Announces-Positive-Topline-Data-from-RAPIDe-3-Pivotal-Study-Confirming-Potential-of-Deucrictibant-for-On-Demand-Treatment-of-HAE-Attacks.html,"March 02, 2026 06:50 ET | Source: Pharvaris N.V.",Pharvaris Announces Positive Topline Data from RAPIDe-3 Pivotal Study Confirming Potential of Deucrictibant for On-Demand Treatment of HAE Attacks,"Primary endpoint met; median time to onset of symptom relief achieved in 1.28 hours , significantly faster versus placebo (p<0.0001) All secondary efficacy endpoints met (p<0.0001), including End of Progression™ 1 (median 17.47 minutes ) and complete symptom resolution (median 11.95 hours ) Well-tolerated safety profile of deucrictibant confirmed Efficacy and safety outcomes consistent across all HAE subtypes represented (HAE type 1, HAE type 2, and HAE with normal C1 inhibitor) and varying attack severities and locations Pharvaris to host a conference call and webcast today at 8:00 a.m. EST Z",True,high,No clinical news found for this ticker on or around 2025-10-17; the relevant Phase 3 RAPIDe-3 topline deucrictibant data were announced later on 2025-12-03.,,FIX_DATE
NRC,2025-07-22,Gainer,0.78,,Clinical Data,,Tiratricol,NCT05579327,Monocarboxylate Transporter 8 Deficiency,,,,,"Withdrawal of Tiratricol Treatment in Males With Monocarboxylate Transporter 8 Deficiency (MCT8 Deficiency): A Double-blind, Randomized, Placebo-controlled Study",Phase 3,20.0,Monocarboxylate Transporter 8 Deficiency; Allan-Herndon-Dudley Syndrome,COMPLETED,Rare Thyroid Therapeutics International AB,RANDOMIZED,2025-07-22,303.8,13.41,4.1,16.98,48.4,,none,4.9,0.16,2.16,VeryLow,Noise,Low,2025-07-22,4.84,13.81,13.92,Low,True,False,,,,,,False,high,"No clinical news found for NRC on 2025-07-22. Search results show NCT05579327 is a Phase 3 tiratricol trial for MCT8 deficiency, but no press release or clinical event is documented for the claimed date. The trial details are available but no catalyst event occurred on that date.",,FLAG_FALSE_POSITIVE
NRC,2023-03-13,Loser,-2.71,,Clinical Data,,Omalizumab,NCT03881696,Peanut Allergy,,,,,Omalizumab as Monotherapy and as Adjunct Therapy to Multi-Allergen Oral Immunotherapy (OIT) in Food Allergic Children and Adults (CoFAR-11),Phase 3,471.0,Peanut Allergy; Multi-food Allergy,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),RANDOMIZED,2023-03-13,303.8,13.41,4.1,16.98,48.4,,none,2.32,1.17,1.23,VeryLow,Noise,Low,2023-03-13,-3.0,40.0,38.91,Low,True,False,,,,,,False,high,No clinical news or company press release was found for ticker NRC related to NCT03881696 or omalizumab around 2023-03-13.,,FLAG_FALSE_POSITIVE
SNY,2008-09,Loser,-0.73,,Clinical Data,,Vandetanib,NCT00418886,Non Small Cell Lung Cancer,,,,,"A Phase III, Randomized, Double-blinded, Parallel Group, Multi-centre Study to Assess the Efficacy and Safety of ZD6474 (ZACTIMA™) in Combination With Pemetrexed (Alimta®) Versus Pemetrexed Alone in Patients With Locally-Advanced or Metastatic NSCLC",Phase 3,698.0,Non Small Cell Lung Cancer; Lung Cancer,COMPLETED,"Genzyme, a Sanofi Company",RANDOMIZED,2008-09,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.65,0.44,1.27,VeryLow,Noise,Low,2008-09-02,-1.21,17.59,17.46,Low,True,False,,,,,,False,low,No evidence was found of any Sanofi (SNY) clinical-data press release or material clinical news related to NCT00418886/vandetanib around 2008-09-02; available information on this AstraZeneca-led vandetanib Phase 3 NSCLC program appears in later scientific publications rather than a Sanofi catalyst on that date.,,FLAG_FALSE_POSITIVE
VRTX,2020-10-28,Loser,-1.81,,Clinical Data,,TEZ/IVA,NCT03537651,Cystic Fibrosis,,,,,"A Phase 3, Open-label, Rollover Study to Evaluate the Safety and Efficacy of Long-term Treatment With Tezacaftor in Combination With Ivacaftor in Subjects With Cystic Fibrosis Aged 6 Years and Older, Homozygous or Heterozygous for the F508del-CFTR Mutation",Phase 3,130.0,Cystic Fibrosis,COMPLETED,Vertex Pharmaceuticals Incorporated,,2020-10-28,126211.8,496.83,6608.1,1.98,97.6,532.96295,buy,5.01,0.36,2.55,VeryLow,Noise,Low,2020-10-28,-2.44,212.19,208.34,Low,True,False,,,,,,False,medium,No clinical news or Vertex press release related to NCT03537651 (TEZ/IVA Phase 3 rollover study) was found on or around 2020-10-28; the claimed catalyst appears not to have occurred.,,FLAG_FALSE_POSITIVE
MRK,2023-08-25,Gainer,0.69,,Clinical Data,,Lenvatinib,NCT05523323,Head and Neck Squamous Cell Carcinoma,,,,,"A Phase 3, Randomized, Placebo-controlled, Double-blind Clinical Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (E7080/MK-7902) to Evaluate the Safety and Efficacy of Pembrolizumab and Lenvatinib as 1L Intervention in a PD-L1 Selected Population of Participants With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC) (LEAP-010).",Phase 3,112.0,Head and Neck Squamous Cell Carcinoma,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2023-08-25,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.65,0.42,0.89,VeryLow,Noise,Low,2023-08-25,-0.48,101.25,101.96,Low,True,False,2023-08-22,https://www.gene.com/media/press-releases/14998/2023-08-22/genentech-provides-update-on-phase-iii-s,,"Genentech: Press Releases | Tuesday, Aug 22, 2023","Discover the latest news about our company, our products, our policies, and our people.",True,high,"On 2023-08-22, Genentech (not MRK) announced interim results from SKYSCRAPER-01 trial; MRK announced LEAP-010 trial results on an unspecified date showing lenvatinib plus pembrolizumab failed to improve overall survival in head-and-neck cancer, but no MRK press release dated 2023-08-25 was found.",,FIX_DATE
LLY,2025-04-03,Loser,-3.56,,Clinical Data,,Orforglipron,NCT05971940,Type 2 Diabetes,,,,,"A Phase 3, Randomized, Double-Blind Study to Investigate the Efficacy and Safety of Once Daily Oral LY3502970 Compared With Placebo in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Diet and Exercise Alone",Phase 3,559.0,Type 2 Diabetes,COMPLETED,Eli Lilly and Company,RANDOMIZED,2025-04-03,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.88,1.24,1.71,VeryLow,Noise,Low,2025-04-03,-9.78,812.21,783.29,Low,True,False,2025-04-17,https://www.prnewswire.com/news-releases/lillys-oral-glp-1-orforglipron-demonstrated-statistically-significant-efficacy-results-and-a-safety-profile-consistent-with-injectable-glp-1-medicines-in-successful-phase-3-trial-302430985.html,"April 17, 2025","Lilly's oral GLP-1, orforglipron, demonstrated statistically significant efficacy results and a safety profile consistent with injectable GLP-1 medicines in successful Phase 3 trial","Orforglipron is the first small molecule GLP-1 to successfully complete a Phase 3 trial, lowering A1C by an average of 1.3% to 1.6% across doses The investigational once-daily oral pill reduced weight by an average 16.0 lbs (7.9%) at the highest dose in a key secondary endpoint The overall safety and tolerability profile of orforglipron in ACHIEVE-1 was consistent with injectable GLP-1 therapies INDIANAPOLIS , April 17, 2025 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY ) today announced positive topline Phase 3 results from ACHIEVE-1, evaluating the safety and efficacy of orforglipron comp",True,high,No clinical news found for 2025-04-03; the relevant event is Eli Lilly’s 2025-04-17 topline Phase 3 ACHIEVE-1 (NCT05971940) orforglipron data press release.,,FIX_DATE
AMGN,2025-10-30,Gainer,0.08,,Clinical Data,,Apremilast,NCT04175613,Psoriasis,,,,,"A Phase 3b, Multi Center, Open-label, Long-term Extension Study of Apremilast (CC-10004) in Pediatric Subjects From 6 Through 17 Years of Age With Moderate to Severe Plaque Psoriasis",Phase 3,160.0,Psoriasis,COMPLETED,Amgen,,2025-10-30,209244.5,388.16,9129.0,2.69,85.0,350.0357,buy,1.9,0.04,1.02,VeryLow,Noise,Low,2025-10-30,2.28,287.71,287.94,Low,True,False,,,,,,False,medium,"No evidence was found of any Amgen clinical-data press release or other clinical news related to apremilast or trial NCT04175613 on or within one day of 2025-10-30; the date corresponds only to the study’s planned primary completion timing, not to a disclosed catalyst event.",,FLAG_FALSE_POSITIVE
LLY,2025-08-08,Loser,-2.37,,Clinical Data,,Orforglipron,NCT05872620,Obesity,,,,,"A Phase 3, Randomized, Double-Blind Study to Investigate the Efficacy and Safety of Once-Daily Oral LY3502970 Compared With Placebo in Adult Participants With Obesity or Overweight and Type 2 Diabetes (ATTAIN-2)",Phase 3,1613.0,Obesity; Overweight; Type 2 Diabetes,COMPLETED,Eli Lilly and Company,RANDOMIZED,2025-08-08,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.87,0.83,1.8,VeryLow,Noise,Low,2025-08-08,-0.88,637.45,622.32,Low,True,True,2025-08-26,https://www.prnewswire.com/news-releases/lillys-oral-glp-1-orforglipron-is-successful-in-third-phase-3-trial-triggering-global-regulatory-submissions-this-year-for-the-treatment-of-obesity-302538028.html,,"Lilly's oral GLP-1, orforglipron, is successful in third Phase 3 trial, triggering global regulatory submissions this year for the treatment of obesity","In ATTAIN-2, orforglipron met the primary and all key secondary endpoints, with compelling efficacy results and a safety profile consistent with injectable GLP-1 medicines Participants with obesity or overweight and type 2 diabetes, a population with increased difficulties losing weight, lost an average of 22.9 lbs (10.5%) on the highest dose, with A1C reduced by an average of 1.8% INDIANAPOLIS , Aug. 26, 2025 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY ) today announced positive topline results from the Phase 3 ATTAIN-2 trial, evaluating orforglipron, an investigational oral GLP-1 recept",True,high,"On 2025-08-26, Eli Lilly issued a material press release reporting positive Phase 3 ATTAIN-2 (NCT05872620) results for orforglipron in obesity/overweight with type 2 diabetes, completing the data package for global regulatory submissions.",,OK
