ticker,event_date,event_type,move_pct,price_at_event,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action,best_event_link,mesh_level1,mesh_level1_reason,mesh_branches_raw,mesh_terms_raw,ct_conditions_raw,stale_price_data,mesh_level1_encoded,row_ready,row_not_ready_reason,mesh_recovery_method,mesh_source_term,mesh_resolution_method,mesh_inference_reason,target_abs_move_atr,target_move_bucket,target_large_move,feat_phase_num,feat_late_stage_flag,feat_mesh_level1_encoded,feat_log_market_cap,feat_short_squeeze_flag,feat_ownership_low_flag,feat_volatility,feat_days_to_primary_completion,feat_event_proximity_bucket,feat_active_not_recruiting_flag,feat_design_quality_score,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_single_asset_company_flag,feat_lead_asset_dependency_score,feat_n_late_stage_trials_for_company,feat_pipeline_concentration_simple,feat_orphan_flag,feat_fast_track_flag,feat_breakthrough_flag,feat_nda_bla_flag,feat_priority_review_flag,feat_regulatory_stage_score,feat_enrollment_log,feat_randomized_flag,feat_controlled_flag,feat_withdrawn_flag,feat_terminated_flag,feat_trial_quality_score,feat_prior_mean_abs_move_atr_by_phase,feat_prior_mean_abs_move_atr_by_therapeutic_superclass,feat_prior_mean_abs_move_atr_by_phase_x_therapeutic_superclass,feat_market_cap_bucket,feat_prior_mean_abs_move_atr_by_market_cap_bucket,feat_date_corrected_flag,feat_endpoint_outcome_score
PFE,2025-08-15,Gainer,0.12,24.298,,Inclacumab,NCT04935879,Sickle Cell Disease,True,Phase 3 trial intended to support regulatory approval for sickle cell disease,No,The Phase 3 THRIVE-131 study did not meet its primary endpoint of significant reduction in the rate of vaso-occlusive crises in participants receiving inclacumab versus placebo every 12 weeks over 48 weeks.,"A Randomized, Double-blind, Placebo-controlled, Multicenter Study to Assess the Safety and Efficacy of Inclacumab in Participants With Sickle Cell Disease Experiencing Vaso-occlusive Crises",Phase 3,241.0,Sickle Cell Disease; Vaso-occlusive Pain Episode in Sickle Cell Disease; Vaso-occlusive Crisis,COMPLETED,Pfizer,RANDOMIZED,2024-06-06,157209.8,27.65,14986.0,2.58,67.7,28.42577,hold,1.94,0.06,1.21,VeryLow,Noise,Low,2025-08-15,-0.16,24.269,24.2303,Low,True,False,2025-08-15,https://www.pfizer.com/news/announcements/pfizer-provides-update-phase-3-inclacumab-study-treatment-people-sickle-cell,"August 15, 2025",Pfizer Provides Update on Phase 3 Inclacumab Study for the Treatment of People with Sickle Cell Disease,"Pfizer Provides Update on Phase 3 Inclacumab Study for the Treatment of People with Sickle Cell Disease Friday, August 15, 2025 - 06:45am Share NEW YORK, Friday, August 15, 2025 – Pfizer Inc. (NYSE: PFE) today announced results from the Phase 3 THRIVE-131 study evaluating inclacumab, an investigational P-selectin inhibitor, in patients 16 years of age and older with sickle cell disease (SCD). The study did not meet its primary endpoint of significant reduction in the rate of vaso-occlusive crises (VOCs) in participants receiving inclacumab versus placebo every 12 weeks over 48 weeks. Inclacuma",True,high,"Pfizer announced Phase 3 THRIVE-131 results for inclacumab (NCT04935879) on August 15, 2025, not June 6, 2024; the trial failed to meet its primary endpoint of reducing vaso-occlusive crises in sickle cell disease patients.",,DATE_FIXED,,Immune System Diseases,A1_terms_raw_exact,,"Anemia, Sickle Cell | Vaso-Occlusive Crises | Hematologic Diseases | Sickle Cell Trait",Sickle Cell Disease | Vaso-occlusive Pain Episode in Sickle Cell Disease | Vaso-occlusive Crisis,False,3,True,missing_mesh_level1,A1_terms_raw_exact,"Anemia, Sickle Cell Vaso-Occlusive Crises Hematologic Diseases Sickle Cell Trait",,,0.06,0.0,0,3.0,1.0,3,5.196479615197434,0.0,0.0,1.94,-435.0,past,0.0,4.0,24,21,0,0.2,13,0.1083,0,0,0,0,0,0,5.488937726156687,1.0,1,0,0,5.0,2.2662229102167184,2.7369135802469136,1.060277777777778,large,1.1563522012578618,1,-1.0
ALVO,2024-04-23,Gainer,0.53,13.4,,AVT05 (proposed biosimilar to golimumab),NCT05842213,Rheumatoid Arthritis,True,"Phase 3 confirmatory study met primary endpoint of therapeutic equivalence to reference golimumab (Simponi) in rheumatoid arthritis patients, supporting biosimilar approval filing.",Yes,"The study met its primary endpoint of therapeutic equivalency, with the 95% CI for the least squares mean difference in DAS28-CRP change from baseline to Week 16 (0.09; 95% CI -0.07, 0.25) fully within the prespecified equivalence margin of -0.6 to 0.6.","Randomized, Double-blind, 2-arm Multicenter Study to Investigate the Efficacy, Safety and Immunogenicity Between Subcutaneous AVT05 and EU-approved Simponi® in Subjects with Moderate to Severe Rheumatoid Arthritis",Phase 3,502.0,Rheumatoid Arthritis,COMPLETED,Alvotech Swiss AG,RANDOMIZED,2024-03-04,1243.3,3.99,42.8,2.1,5.8,18.83333,buy,3.98,0.13,2.02,VeryLow,Noise,Low,2024-04-23,1.58,13.33,13.54,Low,True,True,2024-04-23,,,,,True,high,"No clinical news found for ALVO on 2024-03-04. Alvotech announced positive topline results from the AVT05 confirmatory clinical study (NCT05842213) on 2024-04-23, not 2024-03-04.",,DATE_FIXED,https://www.itiger.com/stock/ALVO/news,Immune System Diseases,condition_match,Immune System Diseases | Musculoskeletal Diseases,"Arthritis, Rheumatoid",Rheumatoid Arthritis,False,3,True,,,,,,0.13,0.0,0,3.0,1.0,3,3.094575933649249,0.0,1.0,3.98,-50.0,just_completed,0.0,5.0,2,2,0,0.7,2,0.7,0,0,0,0,0,0,6.220590170099739,1.0,1,0,0,6.0,2.2662229102167184,2.7369135802469136,1.060277777777778,mid,4.86664,1,1.0
NVS,2022-10-24,Gainer,0.79,69.1858,,LNP023,NCT04558918,Paroxysmal Nocturnal Hemoglobinuria (PNH),True,Phase III trial met both primary endpoints showing superiority over anti-C5 therapies,Yes,Iptacopan demonstrated superiority over anti-C5 therapies in transfusion avoidance and achieving hemoglobin levels ≥12 g/dL without transfusions at 24 weeks.,"A Randomized, Multicenter, Active-comparator Controlled, Open-label Trial to Evaluate Efficacy and Safety of Oral, Twice Daily LNP023 in Adult Patients With PNH and Residual Anemia, Despite Treatment With an Intravenous Anti-C5 Antibody.",Phase 3,97.0,Paroxysmal Nocturnal Hemoglobinuria (PNH),COMPLETED,Novartis Pharmaceuticals,RANDOMIZED,2022-09-26,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.93,0.41,1.07,VeryLow,Noise,Low,2022-10-24,1.83,68.6427,69.898,Low,True,False,2022-10-24,https://www.globenewswire.com/news-release/2022/10/24/2539638/0/en/Novartis-investigational-oral-monotherapy-iptacopan-demonstrates-clinically-meaningful-superiority-over-anti-C5-treatment-in-Phase-III-APPLY-PNH-study.html,"March 06, 2026 08:24 ET | Source: Novartis Pharma  AG",Novartis investigational oral monotherapy iptacopan demonstrates clinically meaningful superiority over anti-C5 treatment in Phase III APPLY-PNH study,"Ad hoc announcement pursuant to Art. 53 LR Phase III APPLY-PNH trial met its two primary endpoints for superiority versus anti-C5 treatment in adult paroxysmal nocturnal hemoglobinuria (PNH) patients with residual anemia despite prior anti-C5 treatment 1 Iptacopan is an investigational, first-in-class alternative complement pathway inhibitor that specifically inhibits factor B, with potential to become the first oral monotherapy in PNH 1-5 PNH has a significant unmet need not addressed by anti-C5 therapies; despite treatment with anti-C5s, a large proportion of people with PNH remain anemic, f",True,high,"Phase III APPLY-PNH trial results for iptacopan (LNP023) were announced on 2022-10-24, not 2022-09-26; the trial met both primary endpoints showing superiority over anti-C5 therapies in PNH patients.",,DATE_FIXED,,Immune System Diseases,A1_terms_raw_exact,,"Hemoglobinuria, Paroxysmal | Anemia",Paroxysmal Nocturnal Hemoglobinuria (PNH),False,3,True,missing_mesh_level1,A1_terms_raw_exact,"Hemoglobinuria, Paroxysmal Anemia",,,0.41,0.0,0,3.0,1.0,3,5.5131567146412905,0.0,1.0,1.93,-28.0,just_completed,0.0,3.0,25,22,0,0.2,18,0.144,0,0,0,0,0,0,4.584967478670572,1.0,1,0,0,3.0,2.2662229102167184,2.7369135802469136,1.060277777777778,large,1.1563522012578618,1,1.0
GILD,2024-11-14,Loser,-0.56,88.8581,,Sacituzumab Govitecan-hziy,NCT04527991,Locally Advanced or Metastatic Unresectable Urothelial Cancer,True,"Confirmatory trial for accelerated approval indication in mUC, with continued approval contingent on verification of clinical benefit",No,"The study did not meet its primary endpoint of overall survival (OS) in the intention-to-treat population, though a numerical improvement favoring sacituzumab govitecan was observed.",A Randomized Open-Label Phase III Study of Sacituzumab Govitecan Versus Treatment of Physician's Choice in Subjects With Metastatic or Locally Advanced Unresectable Urothelial Cancer,Phase 3,712.0,Locally Advanced or Metastatic Unresectable Urothelial Cancer,COMPLETED,Gilead Sciences,RANDOMIZED,2025-07-04,184909.6,148.95,9613.0,1.76,92.5,156.59259,buy,1.93,0.29,1.11,VeryLow,Noise,Low,2024-11-14,-4.57,89.3597,85.2791,Low,True,False,2024-11-14,https://www.gilead.com/news/news-details/2024/gilead-provides-update-on-phase-3-tropics-04-study,,Gilead Provides Update on Phase 3 TROPiCS 04 Study,Gilead Provides Update on Phase 3 TROPiCS 04 Study,True,high,"TROPiCS-04 Phase 3 results for sacituzumab govitecan in urothelial cancer were announced on November 14, 2024 (not July 7, 2025); the study did not meet its primary endpoint of overall survival.",,DATE_FIXED,,Neoplasms,indication_nlm_api,,,Locally Advanced or Metastatic Unresectable Urothelial Cancer,False,1,True,,,,,,0.29,0.0,0,3.0,1.0,1,5.266959459124544,0.0,0.0,1.93,232.0,future_near,0.0,5.0,6,5,0,0.2,4,0.1333,0,0,0,0,0,0,6.569481420414296,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,-1.0
BMY,2020-05-27,Gainer,0.13,,,Nivolumab,NCT02872116,Gastric Cancer,True,"Phase 3 trial met both primary endpoints of OS and PFS, described as pivotal by Bristol Myers Squibb",Yes,Opdivo (nivolumab) plus chemotherapy met primary endpoints of superior overall survival and progression-free survival versus chemotherapy alone in first-line treatment for patients with PD-L1 CPS ≥5.,"A Randomized, Multicenter, Open-Label, Phase 3 Study of Nivolumab Plus Ipilimumab or Nivolumab in Combination With Oxaliplatin Plus Fluoropyrimidine Versus Oxaliplatin Plus Fluoropyrimidine in Subjects With Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer",Phase 3,2031.0,Gastric Cancer; Gastroesophageal Junction Cancer; Esophageal Adenocarcinoma,COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2020-05-27,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,2.66,0.05,0.88,VeryLow,Noise,Low,2020-05-27,-0.85,48.34,48.4,Low,True,True,2020-05-28,https://www.businesswire.com/news/home/20200528005389/en/Opdivo-nivolumab-Plus-Chemotherapy-Demonstrated-Significant-Overall-and-Progression-Free-Survival-Benefits-Versus-Chemotherapy-in-First-Line-Gastric- and-Esophageal-Cancers,,,,True,medium,"On 2020-05-28, Bristol Myers Squibb announced via Businesswire that in the Phase 3 CheckMate-649 trial (NCT02872116), Opdivo (nivolumab) plus chemotherapy showed significant overall and progression‑free survival benefits versus chemotherapy alone in first-line gastric and esophageal cancers.",PR fetch: HTTP 403,OK,,Neoplasms,condition_match,Neoplasms | Digestive System Diseases,Stomach Neoplasms | Adenocarcinoma Of Esophagus,Gastric Cancer | Gastroesophageal Junction Cancer | Esophageal Adenocarcinoma,False,1,True,,,,,,0.05,0.0,0,3.0,1.0,1,5.103854670626923,0.0,0.0,2.66,0.0,future_near,0.0,5.0,22,10,0,0.2,14,0.1273,0,0,0,0,0,0,7.616775808698373,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,0,1.0
MRNA,2024-06-24,Gainer,2.7,,,mRNA-1010,NCT05827978,Seasonal Influenza,True,"Phase 3 pivotal efficacy study (P304, NCT06602024) in 40,805 adults aged 50+ demonstrating superior relative vaccine efficacy vs. standard-dose comparator, supporting regulatory filing.",Yes,"mRNA-1010 achieved superior relative vaccine efficacy of 26.6% (95% CI: 16.7%, 35.4%) against influenza illness compared to a licensed standard-dose seasonal influenza vaccine in adults aged 50 years and older.","A Phase 3, Randomized, Stratified, Observer-Blind, Active-Controlled Study to Evaluate the Immunogenicity, Reactogenicity and Safety of mRNA-1010 Seasonal Influenza Vaccine in Adults 18 Years and Older",Phase 3,8411.0,Seasonal Influenza,COMPLETED,"ModernaTX, Inc.",RANDOMIZED,2024-06-24,20931.6,53.57,5799.0,22.2,77.5,42.25,hold,5.14,0.53,2.36,VeryLow,Noise,Low,2024-06-24,3.15,133.4,137.0,Low,True,True,2024-06-24,https://feeds.issuerdirect.com/news-release.html?newsid=4899326521164266&symbol=MRNA,,News Release,,True,high,"On 2024-06-24, Moderna announced positive Phase 3 results for its seasonal influenza vaccine mRNA-1010, reporting superior relative vaccine efficacy versus a licensed standard-dose comparator, which is a material clinical data readout.",,OK,,Respiratory Tract Diseases,priority_list,Respiratory Tract Diseases | Infectious Diseases,"Virus Diseases | Influenza, Human",Seasonal Influenza,False,5,True,,,,,,0.53,0.0,0,3.0,1.0,5,4.320802426839049,1.0,0.0,5.14,0.0,future_near,0.0,5.0,6,4,0,0.4,4,0.2667,0,0,0,1,0,2,9.03741453682259,1.0,1,0,0,6.0,2.2662229102167184,3.276029411764706,1.1726315789473682,large,1.1563522012578618,0,1.0
GILD,2022-07-28,Loser,-0.82,53.2996,,B/F/TAF,NCT03547908,HIV-1/HBV Co-Infection,True,"Phase 3 randomized, double-blind, active-controlled trial (ALLIANCE, NCT03547908) supporting label expansion for Biktarvy in HIV/HBV co-infection",Yes,B/F/TAF achieved HIV-1 RNA <50 copies/mL and HBV DNA <29 IU/mL in proportions comparable to DTG+F/TDF at Week 48.,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of Fixed Dose Combination of Bictegravir/Emtricitabine/Tenofovir Alafenamide Versus Dolutegravir + Emtricitabine/Tenofovir Disoproxil Fumarate in Treatment Naïve, HIV-1 and Hepatitis B Co-Infected Adults",Phase 3,244.0,HIV-1/HBV Co-Infection,COMPLETED,Gilead Sciences,RANDOMIZED,2022-02-25,184909.6,148.95,9613.0,1.76,92.5,156.59259,buy,1.95,0.42,0.92,VeryLow,Noise,Low,2022-07-28,-1.89,53.7408,52.726,Low,True,False,2022-07-28,https://www.gilead.com/news/news-details/2022/biktarvy-demonstrates-high-efficacy-for-a-broad-range-of-people-initiating-treatment-for-hiv-including-those-with-hbv-coinfection,,Biktarvy Demonstrates High Efficacy for a Broad Range of People Initiating Treatment for HIV Including Those With HBV Coinfection,Biktarvy Demonstrates High Efficacy for a Broad Range of People Initiating Treatment for HIV Including Those With HBV Coinfection,True,medium,"No Gilead clinical data press release was found around 2022-02-25 for NCT03547908/B/F/TAF, while relevant Phase 3 Biktarvy data (including the ALLIANCE trial) were publicly released in a material company press release on 2022-07-28 instead.",,DATE_FIXED,,Infectious Diseases,indication_nlm_api,,,HIV-1/HBV Co-Infection,False,6,True,,,,,,0.42,0.0,0,3.0,1.0,6,5.266959459124544,0.0,0.0,1.95,-153.0,just_completed,0.0,4.0,6,5,0,0.2,4,0.1333,0,0,0,0,0,0,5.501258210544727,1.0,1,0,0,5.0,2.2662229102167184,1.8865,1.389047619047619,large,1.1563522012578618,1,1.0
BMY,2020-12-22,Loser,-0.94,,,Nivolumab,NCT02667587,Brain Neoplasms,False,,No,Phase 3 CheckMate 548 trial showed nivolumab plus temozolomide and radiotherapy did not improve overall survival compared to placebo plus standard of care in newly diagnosed MGMT-methylated glioblastoma.,A Randomized Phase 3 Single Blind Study of Temozolomide Plus Radiation Therapy Combined With Nivolumab or Placebo in Newly Diagnosed Adult Subjects With MGMT-Methylated (Tumor O6-methylguanine DNA Methyltransferase) Glioblastoma,Phase 3,716.0,Brain Neoplasms,COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2020-12-22,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,1.87,0.5,0.97,VeryLow,Noise,Low,2020-12-22,-1.63,50.45,49.97,Low,True,True,2020-12-22,https://investors.bms.com/iframes/press-releases/press-release-details/2020/Bristol-Myers-Squibb-Announces-Update-on-Phase-3-CheckMate--548-Trial-Evaluating-Patients-with-Newly-Diagnosed-MGMT-Methylated-Glioblastoma-Multiforme/default.aspx,,,,True,high,Bristol-Myers Squibb announced Phase 3 CheckMate 548 trial data on 2020-12-22 showing nivolumab plus temozolomide and radiotherapy did not improve overall survival compared to placebo in newly diagnosed MGMT-methylated glioblastoma.,PR fetch: HTTP 403,OK,,Neoplasms,condition_match,Neoplasms | Nervous System Diseases,Brain Neoplasms,Brain Neoplasms,False,1,True,,,,,,0.5,0.0,0,3.0,1.0,1,5.103854670626923,0.0,0.0,1.87,0.0,future_near,0.0,5.0,22,10,0,0.2,14,0.1273,0,0,0,1,0,2,6.57507584059962,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,0,-1.0
ALVO,2024-01-04,Gainer,3.6,12.1,,AVT06 (proposed aflibercept biosimilar),NCT05155293,Neovascular (Wet) AMD,True,"AVT06-GL-C01 was a confirmatory Phase 3 clinical study designed as a randomized, double-masked, parallel-group, multicenter, therapeutic equivalence study to establish biosimilarity to the reference product aflibercept (Eylea) in patients with nAMD[1][3]",Yes,"The study met its primary endpoint, demonstrating therapeutic equivalence between AVT06 and aflibercept, with comparable change from baseline to Week 8 in best-corrected visual acuity (BCVA)[1][3]","A Randomized, Double-masked, Parallel-group, Multicenter Clinical Study to Evaluate the Efficacy and Safety of AVT06 Compared With EU-Eylea® in Subjects With Neovascular (Wet) Age-related Macular Degeneration (ALVOEYE)",Phase 3,413.0,Neovascular (Wet) AMD,COMPLETED,Alvotech Swiss AG,RANDOMIZED,2023-11-17,1243.3,3.99,42.8,2.1,5.8,18.83333,buy,3.29,1.09,1.92,VeryLow,Noise,Low,2024-01-04,4.97,11.68,12.26,Low,True,False,2024-01-04,https://www.prnewswire.com/news-releases/alvotech-announces-positive-top-line-results-from-confirmatory-study-for-avt06-a-proposed-biosimilar-to-eylea-aflibercept-302027049.html,,,,True,high,"No clinical news found for this date; the relevant catalyst was a January 4, 2024 press release reporting positive top-line Phase 3 results from the confirmatory AVT06-GL-C01 study (NCT05155293) of AVT06, Alvotech’s proposed aflibercept biosimilar.",PR fetch: HTTP 404,DATE_FIXED,,Cardiovascular Diseases,indication_nlm_api,,Macular Degeneration | Retinal Degeneration,Neovascular (Wet) AMD,False,7,True,,,,,,1.09,0.0,0,3.0,1.0,7,3.094575933649249,0.0,1.0,3.29,-48.0,just_completed,0.0,5.0,2,2,0,0.7,2,0.7,0,0,0,0,0,0,6.025865973825314,1.0,1,0,0,5.0,2.2662229102167184,2.3680000000000003,2.8552173913043477,mid,4.86664,1,1.0
BMY,2021-01-15,Gainer,0.79,54.5635,,Ipilimumab,NCT03215706,Non-Small Cell Lung Cancer,True,"Phase 3 trial met primary endpoint of overall survival, supporting FDA approval in May 2020 for first-line metastatic NSCLC.[2]",Yes,"Nivolumab plus ipilimumab with two cycles of chemotherapy significantly improved overall survival versus chemotherapy alone (median OS 14.1 vs 10.7 months at interim analysis, HR 0.69).[2]","A Phase 3, Randomized Study of Nivolumab Plus Ipilimumab in Combination With Chemotherapy vs Chemotherapy Alone as First Line Therapy in Stage IV Non-Small Cell Lung Cancer",Phase 3,719.0,Non-Small Cell Lung Cancer,COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2019-08-16,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,1.76,0.45,1.02,VeryLow,Noise,Low,2021-01-15,1.09,54.1371,54.7275,Low,True,True,2021-01-15,,,,,True,high,"NCT03215706 (CheckMate 9LA) enrollment occurred between August 24, 2017 and January 30, 2019, with interim efficacy results published in The Lancet in January 2021, not August 16, 2019.",,DATE_FIXED,https://finviz.com/quote.ashx?t=BMY,Neoplasms,condition_match,Neoplasms | Respiratory Tract Diseases,"Carcinoma, Non-Small-Cell Lung",Non-Small Cell Lung Cancer,False,1,True,,,,,,0.45,0.0,0,3.0,1.0,1,5.103854670626923,0.0,0.0,1.76,-518.0,past,0.0,5.0,22,10,0,0.2,14,0.1273,0,0,0,0,0,0,6.579251212010101,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,1.0
AZN,2025-03-31,Loser,-0.39,144.4785,,AZD0780,NCT06692764,Atherosclerotic Cardiovascular Disease,,,,,A Phase II Study to Assess the Effect of AZD0780 on Ambulatory Blood Pressure in Participants With Atherosclerotic Cardiovascular Disease or Risk Equivalents and Elevated Low-Density Lipoprotein Cholesterol,Phase 2,202.0,Atherosclerotic Cardiovascular Disease,COMPLETED,AstraZeneca,RANDOMIZED,2025-04-18,323156.6,208.45,5719.0,0.16,26.6,164.65556,buy,1.72,0.23,0.97,VeryLow,Noise,Low,2025-03-31,-1.61,145.0486,142.7094,Low,True,True,2025-03-31,,,,,True,high,"AZD0780 Phase 2 PURSUIT trial results were presented at ACC 2025 on 2025-03-31, not 2025-04-21; no clinical news found for the claimed date of 2025-04-21.",,DATE_FIXED,https://www.stockinsights.ai/us/AZN/6-K/capital-structure-changes-20250401-040,Cardiovascular Diseases,single_branch,Cardiovascular Diseases,Atherosclerosis,Atherosclerotic Cardiovascular Disease,False,7,True,,,,,,0.23,0.0,0,2.0,0.0,7,5.509413030177646,0.0,1.0,1.72,18.0,future_near,0.0,3.0,25,21,0,0.2,16,0.128,0,0,0,0,0,0,5.313205979041787,1.0,1,0,0,3.0,2.9694795539033456,2.3680000000000003,1.5978571428571429,large,1.1563522012578618,1,0.0
SNY,2019-02-01,Loser,-0.44,32.8672,,Isatuximab,NCT02990338,Plasma Cell Myeloma,True,Pivotal Phase 3 ICARIA-MM trial served as basis for Biologic License Application to FDA[2][4],Yes,"Isatuximab plus pomalidomide-dexamethasone significantly improved progression-free survival versus pomalidomide-dexamethasone alone (median 11.53 vs 6.47 months, HR 0.596, p=0.001)[2][3]","A Phase 3 Randomized, Open-label, Multicenter Study Comparing Isatuximab (SAR650984) in Combination With Pomalidomide and Low-Dose Dexamethasone Versus Pomalidomide and Low-Dose Dexamethasone in Patients With Refractory or Relapsed and Refractory Multiple Myeloma",Phase 3,307.0,Plasma Cell Myeloma,COMPLETED,Sanofi,RANDOMIZED,2018-11-22,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.6,0.27,0.97,VeryLow,Noise,Low,2019-02-01,0.69,33.0116,33.2395,Low,True,True,2019-02-01,,,,,True,high,"No clinical news found for SNY on 2018-11-23; topline ICARIA-MM (NCT02990338) results were announced in February 2019, with full Phase 3 data presented June 2, 2019.",,DATE_FIXED,https://www.prnewswire.com/news-releases/sanofi-delivers-strong-2019-business-eps-growth-of-6-8-at-cer-301000262.html,Neoplasms,priority_list,Neoplasms | Immune System Diseases | Cardiovascular Diseases,Multiple Myeloma,Plasma Cell Myeloma,False,1,True,,,,,,0.27,0.0,0,3.0,1.0,1,5.070103283062297,0.0,1.0,1.6,-71.0,just_completed,0.0,5.0,16,13,0,0.2,11,0.1375,0,0,0,0,0,0,5.730099782973574,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,1.0
MRK,2019-05-31,Loser,-0.59,61.2588,,Pembrolizumab,NCT02358031,Recurrent Head and Neck Cancer,True,"Phase 3 KEYNOTE-048 trial demonstrated superior overall survival for pembrolizumab monotherapy in PD-L1 CPS ≥20 and ≥1 populations and for pembrolizumab-chemotherapy in all populations vs standard cetuximab-chemotherapy, supporting first-line approval.",Yes,"Pembrolizumab monotherapy improved OS vs cetuximab-chemotherapy in PD-L1 CPS ≥20 (HR 0.61, 95% CI 0.46-0.81) and CPS ≥1 (HR 0.74, 95% CI 0.61-0.89) populations and was noninferior in total population (HR 0.81, 95% CI 0.68-0.97); pembrolizumab-chemotherapy improved OS across all populations.[1][2][3]",A Phase 3 Clinical Trial of Pembrolizumab (MK-3475) in First Line Treatment of Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,Phase 3,882.0,Recurrent Head and Neck Cancer; Metastatic Head and Neck Cancer,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2019-02-25,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.82,0.32,0.81,VeryLow,Noise,Low,2019-05-31,0.73,61.6223,62.0708,Low,True,True,2019-05-31,,,,,True,high,"No clinical news found for MRK on 2019-02-25; however, the KEYNOTE-048 final analysis data cutoff was 2019-02-25, with results presented on 2019-05-31 when Merck announced superior overall survival for pembrolizumab in first-line recurrent/metastatic head and neck squamous cell carcinoma.",,DATE_FIXED,https://www.merck.com/wp-content/uploads/sites/124/2025/02/0001628280-25-007732.pdf,Neoplasms,single_branch,Neoplasms,"Head and Neck Neoplasms | Parkinson Disease 4, Autosomal Dominant Lewy Body",Recurrent Head and Neck Cancer | Metastatic Head and Neck Cancer,False,1,True,,,,,,0.32,0.0,0,3.0,1.0,1,5.485908161342839,0.0,0.0,1.82,-95.0,just_completed,0.0,5.0,48,19,0,0.2,38,0.1583,0,0,0,0,0,0,6.78332520060396,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,1.0
AMGN,2025-05-30,Gainer,1.64,281.8833,,Romiplostim,NCT03362177,Chemotherapy-induced Thrombocytopenia,True,"Phase 3 RECITE trial is the largest global thrombopoietin receptor agonist clinical trial in chemotherapy-induced thrombocytopenia to date, conducted across 55 sites in 14 countries with 165 patients, addressing a common serious condition with no widely available therapies[2]",Yes,84.4% of patients receiving romiplostim avoided chemotherapy dose modifications compared to 35.7% on placebo (odds ratio 10.2; 95% CI 4.6-22.5; P<0.001)[2][3],"RECITE: A Phase 3 Randomized Placebo-controlled Double-blind Study of Romiplostim for the Treatment of Chemotherapy- Induced Thrombocytopenia in Patients Receiving Oxaliplatin-based Chemotherapy for Treatment of Gastrointestinal, Pancreatic, or Colorectal Cancer",Phase 3,165.0,Chemotherapy-induced Thrombocytopenia,COMPLETED,Amgen,RANDOMIZED,2024-01-25,209244.5,388.16,9129.0,2.69,85.0,350.0357,buy,2.96,0.55,1.5,VeryLow,Noise,Low,2025-05-30,1.74,277.3448,282.167,Low,True,True,2025-05-30,,,,,True,high,"No clinical news found for AMGN romiplostim on 2024-01-25. Phase 3 RECITE trial results were presented at ASCO 2025 (May 30 - June 3, 2025), not January 2024.",,DATE_FIXED,https://www.prnewswire.com/news-releases/amgen-reports-third-quarter-2025-financial-results-302604667.html,Neoplasms,priority_list,Neoplasms | Digestive System Diseases | Endocrine System Diseases,Gastrointestinal Neoplasms | Colorectal Neoplasms | Pancreatic Neoplasms,Chemotherapy-induced Thrombocytopenia,False,1,True,,,,,,0.55,0.0,0,3.0,1.0,1,5.320654051367603,0.0,0.0,2.96,-491.0,past,0.0,4.0,8,7,0,0.2,5,0.125,0,0,0,0,0,0,5.111987788356544,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,1.0
