ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
NRC,2015-06-30,2015-06-30,NCT02097238,Eribulin Mesylate in Treating Patients With Recurrent or Refractory Osteosarcoma,PHASE2,National Cancer Institute (NCI),Recurrent Osteosarcoma,19,Eribulin Mesylate; Pharmacological Study,303.8,0.14,0.49,11.2,11.21,Low,Gainer,Clinical Data,
SNY,2018-07-31,2018-07-31,NCT02812706,Isatuximab Single Agent Study in Japanese Relapsed AND Refractory Multiple Myeloma Patients,PHASE1/PHASE2,Sanofi,Multiple Myeloma,36,Isatuximab SAR650984,,1.0,2.17,32.62,32.94,Low,Gainer,Clinical Data,
LLY,2017-06-28,2017-06-28,NCT01763788,A Study of Necitumumab in the First-Line Treatment of Stage IV Squamous Non-Small Cell Lung Cancer (NSCLC),PHASE1/PHASE2,Eli Lilly and Company,Squamous Non-small Cell Lung Cancer,192,Necitumumab; Gemcitabine; Cisplatin,,0.07,-0.41,72.65,72.7,Low,Gainer,Clinical Data,
BNTC,2018-12-12,2018-12-12,NCT03433027,A Study of BB-401 in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,PHASE2,"Benitec Biopharma, Inc.",Head and Neck Squamous Cell Carcinoma,16,BB-401,373.4,1.02,5.83,476.85,481.7,Low,Gainer,Clinical Data,
BMY,2020-04-27,2020-04-27,NCT03881059,Efficacy and Safety of BMS-986165 Compared With Placebo in Participants With Active Psoriatic Arthritis (PsA),PHASE2,Bristol-Myers Squibb,Active Psoriatic Arthritis,203,BMS-986165 Placebo; BMS-986165 Dose A; BMS-986165 Dose B,,0.5,-0.18,49.88,50.13,Low,Gainer,Clinical Data,
MRK,2018-04-30,2018-04-30,NCT01736683,Study of Sotatercept for the Treatment of Anemia in low-or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) or Non-proliferative Chronic Myelomonocytic Leukemia (CMML),PHASE2,Merck Sharp & Dohme LLC,Anemia; Myelodysplastic Syndromes; Chronic Myelomonocytic Leukemia; Low to Intermediate-1 MDS; Myelodysplastic Syndromes (MDS); Chronic Myelomonocytic Leukemia (CMML),74,Sotatercept,,-1.01,-2.51,44.38,43.93,Low,Loser,Clinical Data,
PTGX,2020-07-31,2020-07-31,NCT04054921,Safety Study for Beta Thalassemia Subjects on PTG-300,PHASE2,"Protagonist Therapeutics, Inc.",β-thalassemia; Ineffective Erythropoiesis,34,PTG-300,5756.4,-3.02,1.66,16.22,15.73,Low,Loser,Clinical Data,
NVS,2021-04-23,2021-04-23,NCT03832114,Study on Efficacy and Safety of LNP023 in C3 Glomerulopathy Patients Transplanted and Not Transplanted,PHASE2,Novartis Pharmaceuticals,Glomerulonephritis,27,LNP023,,0.05,-0.48,73.17,73.2,Low,Gainer,Clinical Data,
GLPG,2020-07-21,2020-07-21,NCT03725852,A Clinical Study to Test How Effective and Safe GLPG1205 is for Participants With Idiopathic Pulmonary Fibrosis (IPF),PHASE2,Galapagos NV,Idiopathic Pulmonary Fibrosis,68,GLPG1205; Placebo,2218.1,-2.21,-2.58,213.56,208.84,Low,Loser,Clinical Data,
LLY,2020-06-08,2020-06-08,NCT03962738,A Study Lasmiditan (LY573144) in a Single Migraine Attack in Japanese Participants With Migraine,PHASE2,Eli Lilly and Company,Migraine,846,Lasmiditan; Placebo,,0.0,-0.05,139.96,139.96,Low,Loser,Clinical Data,
LLY,2021-10-21,2021-10-21,NCT04627038,Chronic Pain Master Protocol (CPMP): A Study of LY3556050 in Participants With Osteoarthritis,PHASE2,Eli Lilly and Company,Osteoarthritis,202,LY3556050; Placebo,,-1.05,0.01,233.64,231.2,Low,Loser,Clinical Data,
ARDX,2019-07-17,2019-07-17,NCT03824587,Study to Evaluate the Efficacy of Tenapanor as Adjunctive Therapy to Phosphate Binder Therapy,PHASE2/PHASE3,Ardelyx,Hyperphosphatemia,236,Tenapanor; Placebo; Phosphate Binder Agents,1591.5,0.39,-0.77,2.59,2.6,Low,Gainer,Clinical Data,
VRTX,2019-12-10,2019-12-10,NCT03912233,A Study to Evaluate the Safety and Efficacy of VX-121 Combination Therapy in Subjects With Cystic Fibrosis,PHASE2,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,87,VX-121; TEZ; VX-561,,0.41,0.29,219.37,220.27,Low,Gainer,Clinical Data,
HALO,2018-05-01,2018-05-01,NCT01839487,PEGPH20 Plus Nab-Paclitaxel Plus Gemcitabine Compared With Nab-Paclitaxel Plus Gemcitabine in Participants With Stage IV Untreated Pancreatic Cancer,PHASE2,Halozyme Therapeutics,Metastatic Pancreatic Cancer,279,PEGPH20; Nab-paclitaxel; Gemcitabine,8205.7,3.49,1.95,18.93,19.59,Low,Gainer,Clinical Data,
PFE,2020-10-13,2020-10-13,NCT03271047,Study of Binimetinib + Nivolumab Plus or Minus Ipilimumab in Patients With Previously Treated Microsatellite-stable (MSS) Metastatic Colorectal Cancer With RAS Mutation,PHASE2,Pfizer,MSS; RAS-mutant Colorectal Cancer,75,binimetinib; nivolumab; ipilimumab,,0.22,0.11,26.65,26.71,Low,Gainer,Clinical Data,
NVAX,2017-04,2017-04-03,NCT03026348,Safety and Immunogenicity Study to Evaluate Single- or Two-Dose Regimens Of RSV F Vaccine With and Without Aluminum Phosphate or Matrix-M1™ Adjuvants In Clinically-Stable Older Adults,PHASE2,Novavax,Respiratory Syncytial Viruses,300,RSV F Vaccine with Aluminum Phosphate Adjuvant; RSV F Vaccine; Matrix-M1 Adjuvant,1647.7,-4.69,-9.37,25.6,24.4,Low,Loser,Clinical Data,
AZN,2022-02-04,2022-02-04,NCT04973449,"Phase II/III Study of AZD2816, for the Prevention of COVID-19 in Adults",PHASE2/PHASE3,AstraZeneca,COVID-19; SARS-CoV-2,2843,AZD1222; AZD2816,,-2.81,-1.13,104.03,101.11,Low,Loser,Clinical Data,
MRNA,2022-12-29,2022-12-29,NCT05375838,"A Safety, Reactogenicity, and Immunogenicity Study of mRNA-1073 (COVID-19/Influenza) Vaccine in Adults 18 to 75 Years Old",PHASE1/PHASE2,"ModernaTX, Inc.",SARS-CoV-2; Influenza,550,mRNA-1073; mRNA-1010; mRNA-1273,,1.34,1.77,176.5,178.86,Low,Gainer,Clinical Data,
BNTX,2021-03-12,2021-03-12,NCT04537949,A Trial Investigating the Safety and Effects of One BNT162 Vaccine Against COVID-19 in Healthy Adults,PHASE1/PHASE2,BioNTech SE,Covid-19; Protection Against COVID-19,96,BNT162b3,,0.66,5.15,101.26,101.93,Low,Gainer,Clinical Data,
IONS,2019-11-13,2019-11-13,NCT03714776,"A Study to Assess the Safety, Tolerability and Efficacy of IONIS-AGT-LRx, an Antisense Inhibitor Administered Subcutaneously to Hypertensive Participants With Controlled Blood Pressure",PHASE2,"Ionis Pharmaceuticals, Inc.",Mild Hypertension,25,Placebo; ISIS 757456,,1.14,1.42,56.98,57.63,Low,Gainer,Clinical Data,
LLY,2020-02-18,2020-02-18,NCT03736785,A Study of LY3209590 in Participants With Type 2 Diabetes Mellitus,PHASE2,Eli Lilly and Company,Type 2 Diabetes Mellitus,399,LY3209590; Insulin Degludec,,-0.08,-0.21,131.75,131.65,Low,Loser,Clinical Data,
NRC,2022-12-31,2023-01-03,NCT05412446,99mTc-ADAPT6 SPECT-based Non-invasive Quantification of HER2-expression in Breast Cancer With Metastatic Lymph Nodes,PHASE2,Tomsk National Research Medical Center of the Russian Academy of Sciences,Breast Cancer; Female,30,ADAPT6-SPECT,303.8,4.37,2.84,34.2,35.7,Low,Gainer,Clinical Data,
MGTX,2018-09-21,2018-09-21,NCT03241342,Study to Assess Enobosarm (GTx-024) in Postmenopausal Women With Stress Urinary Incontinence,PHASE2,GTx,Stress Urinary Incontinence,491,GTx 024; Placebo,608.5,8.3,10.04,12.05,13.05,Medium,Gainer,Clinical Data,
NRC,2018-07-01,,NCT01683994,Cabozantinib Plus Docetaxel and Prednisone for Advanced Prostate Cancer,PHASE1/PHASE2,National Cancer Institute (NCI),Prostatic Neoplasms,49,Cabozantinib; Docetaxel; Prednisone,303.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
VRTX,2018-10-12,2018-10-12,NCT03304522,A Study to Evaluate the Efficacy and Safety of VX-150 in Treating Subjects With Pain Caused by Small Fiber Neuropathy,PHASE2,Vertex Pharmaceuticals Incorporated,Small Fiber Neuropathy,89,VX-150; Placebo,,3.22,1.13,175.66,181.32,Low,Gainer,Clinical Data,
ACRS,2021-04-08,2021-04-08,NCT04598269,Study of ATI-1777 in Adult Patients With Moderate or Severe Atopic Dermatitis,PHASE2,"Aclaris Therapeutics, Inc.",Atopic Dermatitis,50,ATI-1777; Vehicle,311.0,-1.72,-2.16,29.6,29.09,Low,Loser,Clinical Data,
ARQT,2021-02-24,2021-02-24,NCT04378569,Safety and Efficacy of ARQ-252 Cream in Subjects With Chronic Hand Eczema,PHASE1/PHASE2,"Arcutis Biotherapeutics, Inc.",Chronic Hand Eczema,230,ARQ-252 cream 0.3%; ARQ-252 cream 0.1%; ARQ-252 Vehicle Cream,3303.6,-2.37,-4.49,35.85,35.0,Low,Loser,Clinical Data,
NRC,2018-08-15,2018-08-15,NCT02153983,Effects of Colchicine in Non-Diabetic Adults With Metabolic Syndrome,PHASE1/PHASE2,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Obesity; Metabolic Disease,77,Colchicine 0.6Mg Cap; Placebo capsules given; Colchicine 0.6Mg Tab,303.8,-1.06,0.0,32.27,31.93,Low,Loser,Clinical Data,
PFE,2021-08-18,2021-08-18,NCT04664153,"Study To Assess Efficacy, Safety, Tolerability And Pharmacokinetics Of PF-07038124 Ointment In Participants With Atopic Dermatitis Or Plaque Psoriasis",PHASE2,Pfizer,Atopic Dermatitis; Plaque Psoriasis,104,PF-07038124 ointment; Vehicle ointment,,-2.2,-3.21,40.03,39.14,Low,Loser,Clinical Data,
NRC,2018-04-16,2018-04-16,NCT01933594,Evaluating the Safety and Efficacy of Romidepsin in Combination With Antiretroviral Therapy in HIV-Infected Adults With Suppressed Viral Load,PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),HIV Infections,59,Romidepsin; Placebo for Romidepsin,303.8,1.23,2.76,27.67,28.01,Low,Gainer,Clinical Data,
DERM,2019-05-24,,NCT03880266,"A Study of Glycopyrronium Cloth, 2.4% in Patients With Palmar Hyperhidrosis",PHASE2,Journey Medical Corporation,Palmar Hyperhidrosis,72,"Glycopyrronium cloth, 2.4%; Vehicle",271.7,,,,,Unknown,Loser,Clinical Data,Insufficient price data
ZVRA,2021-01-11,2021-01-11,NCT02753530,Study of Arimoclomol in Inclusion Body Myositis (IBM),PHASE2,ZevraDenmark,Inclusion Body Myositis,152,Arimoclomol; Placebo,502.7,47.32,7.14,5.6,8.25,High,Gainer,Clinical Data,
NRC,2021-04-24,2021-04-26,NCT04049630,Clinical Trial Evaluating the Safety and Efficacy of Levamisole in Loa Loa Microfilaremic Patients,PHASE2,"Programme National de Lutte contre l'Onchocercose, Republic of the Congo","Onchocerciasis, Ocular; Loiasis",255,"LEV 1 mg/kg; LEV 1,5 mg/kg; LEV 2,5 mg/kg",303.8,0.93,2.02,43.19,43.59,Low,Gainer,Clinical Data,
APLS,2019-10-22,2019-10-22,NCT03593200,"A Phase IIa Study to Assess the Safety, Efficacy, and Pharmacokinetics of Subcutaneously Administered Pegcetacoplan (APL-2) in Subjects With PNH",PHASE2,"Apellis Pharmaceuticals, Inc.",PNH,4,Pegcetacoplan,2679.3,-0.82,-1.77,28.17,27.94,Low,Loser,Clinical Data,
MRK,2020-03-19,2020-03-19,NCT02268383,Extension Study to Evaluate Long-Term Effects of Luspatercept in Patients With Myelodysplastic Syndromes (MDS) (A536-05/MK-6143-003),PHASE2,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Myelodysplastic Syndromes,75,Luspatercept,,-1.26,-0.38,56.57,55.86,Low,Loser,Clinical Data,
MRK,2022-02-28,2022-02-28,NCT02787005,Study of Pembrolizumab (MK-3475) in Participants With Metastatic Castration-Resistant Prostate Cancer (mCRPC)(MK-3475-199/KEYNOTE-199),PHASE2,Merck Sharp & Dohme LLC,Metastatic Castration-resistant Prostate Cancer,388,Pembrolizumab,,0.34,0.03,66.99,67.21,Low,Gainer,Clinical Data,
NRC,2022-02,2022-02-01,NCT02870829,Treatment to Reduce Vascular Calcification in Hemodialysis Patients Using Vitamin K,PHASE2,"National University Health System, Singapore",Vascular Calcification; Systemic and Arterial Stiffness; Complication of Hemodialysis; Deficiency of Vitamin K2,178,menaquinone-7,303.8,-5.87,-4.69,37.34,35.15,Medium,Loser,Clinical Data,
MOLN,2020-10-12,,NCT03136653,A Phase 2 Trial of MP0250 Plus Bortezomib + Dexamethasone in Patients With Multiple Myeloma,PHASE1/PHASE2,Molecular Partners AG,Multiple Myeloma in Relapse,33,MP0250 plus BOR+DEX,187.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NRC,2017-11,2017-11-01,NCT02999295,A Phase 1/2 Study of Ramucirumab Plus Nivolumab in Participants With Gastric or GEJ Cancer,PHASE1/PHASE2,"National Cancer Center, Japan",Gastric Cancer; Gastroesophageal Junction Region (GEJ) Cancer,46,Ramucirumab; Nivolumab,303.8,-3.33,-0.53,31.63,30.58,Low,Loser,Clinical Data,
BMY,2021-10-18,2021-10-18,NCT02981472,A Study of the Safety and Pharmacokinetics of Apixaban Versus Vitamin K Antagonist (VKA) or Low Molecular Weight Heparin (LMWH) in Pediatric Subjects With Congenital or Acquired Heart Disease Requiring Anticoagulation,PHASE2,Bristol-Myers Squibb,Thrombosis,192,Apixaban; Vitamin K Antagonist (VKA); Low Molecular Weight Heparin (LMWH),,-2.43,-1.32,48.98,47.79,Low,Loser,Clinical Data,
NRC,2019-10-23,2019-10-23,NCT02788201,Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,PHASE2,National Cancer Institute (NCI),Urothelial Carcinoma; Bladder Cancer; Urinary Bladder Neoplasms,8,75 approved agents; COXEN,303.8,-0.56,-1.73,50.38,50.1,Low,Loser,Clinical Data,
NRC,2019-11-18,2019-11-18,NCT02736305,Use of Regorafenib in Recurrent Epithelial Ovarian Cancer,PHASE2,"National Cancer Centre, Singapore",Ovarian Neoplasms,21,Regorafenib,303.8,-0.18,0.57,54.3,54.21,Low,Loser,Clinical Data,
NRC,2022-01-24,2022-01-24,NCT02926066,A Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC - An Expansion,PHASE2,National Taiwan University Hospital,Aromatic Amino Acid Decarboxylase Deficiency,12,AAV2-hAADC,303.8,4.37,0.57,34.9,36.42,Low,Gainer,Clinical Data,
NRC,2014-02-02,2014-02-03,NCT00731731,"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",PHASE1/PHASE2,National Cancer Institute (NCI),Adult Giant Cell Glioblastoma; Adult Glioblastoma; Adult Gliosarcoma,125,3-Dimensional Conformal Radiation Therapy; Cognitive Assessment; Laboratory Biomarker Analysis,303.8,-4.47,-1.8,11.69,11.16,Low,Loser,Clinical Data,
PFE,2018-12-10,2018-12-10,NCT03313037,Trial to Evaluate the Safety and Immunogenicity of a Multivalent Pneumococcal Conjugate Vaccine in Adults 60 Through 64 Years of Age,PHASE2,Pfizer,Pneumococcal Infections,444,Multivalent; Prevnar 13; PPSV23,,1.09,0.2,29.75,30.07,Low,Gainer,Clinical Data,
NKTR,2018-10-31,2018-10-31,NCT02869295,A Phase 1/2 Multicenter Dose Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors,PHASE1/PHASE2,Nektar Therapeutics,"Unspecified Adult Solid Tumor, Protocol Specific",28,NKTR-214,1930.0,3.12,8.48,562.65,580.2,Low,Gainer,Clinical Data,
NVS,2018-02-23,2018-02-23,NCT02083354,Study to Investigate the Objective Response Rate of Dabrafenib in Combination With Trametinib in Subjects With BRAF V600 Mutation-Positive Melanoma,PHASE2,Novartis Pharmaceuticals,Cancer; Melanoma,77,Dabrafenib; Trametinib,,0.15,0.97,54.89,54.97,Low,Gainer,Clinical Data,
BMY,2022-05-15,2022-05-16,NCT02297139,Continuing Treatment for Subjects Who Have Participated on a Prior Protocol Investigating Dasatinib,PHASE2,Bristol-Myers Squibb,Multiple Indications Cancer,17,Dasatinib,,1.46,3.19,64.65,65.6,Low,Gainer,Clinical Data,
NRC,2018-04-01,2018-04-02,NCT00088413,PANVAC-V and PANVAC-F Vaccines Plus Sargramostim to Treat Advanced Cancer,PHASE1/PHASE2,National Cancer Institute (NCI),Adenocarcinoma; Colorectal Cancer; Ovarian Cancer; Breast Cancer,51,"PANVAC-V; PANVAC-F; Sargramostim (GM-CSF, Leukine)",303.8,-2.74,2.05,24.79,24.11,Low,Loser,Clinical Data,
NRC,2022-05-10,2022-05-10,NCT02741323,Impact of CCR5 Blockade in HIV+ Kidney Transplant Recipients,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),HIV Infections; Kidney Diseases,97,Maraviroc; Placebo,303.8,0.0,-2.11,29.96,29.96,Low,Loser,Clinical Data,
ACRS,2019-06-06,2019-06-06,NCT03594227,"ATI-501 Oral Suspension Compared to Placebo in Subjects With Alopecia Areata, Alopecia Universalis or Alopecia Totalis",PHASE2,"Aclaris Therapeutics, Inc.",Alopecia,87,ATI-501 400mg BID (Low dose); ATI-501 600mg BID (Mid dose); ATI-501 800mg BID (High dose),311.0,1.12,6.52,4.45,4.5,Low,Gainer,Clinical Data,
AARD,2022-11-09,,NCT05121441,Study to Evaluate ARD-101 in Adults With Obesity,PHASE2,"Aardvark Therapeutics, Inc.",Obesity,20,ARD-101; Placebo,271.9,,,,,Unknown,Loser,Clinical Data,Insufficient price data
AZN,2016-01-27,2016-01-27,NCT01750281,Assess Efficacy and Safety of AZD6244 in Combination With Docetaxel in Patients Receiving Second Line Non Small Cell Lung Cancer Treatment.,PHASE2,AstraZeneca,Locally Advanced or Metastatic Non Small Cell Lung Cancer Stage IIIb - IV,212,Selumetinib 75 mg; Docetaxel 75 mg/m2; Docetaxel 60 mg/m2,,-0.79,-1.85,46.31,45.94,Low,Loser,Clinical Data,
NRC,2019-01-14,2019-01-14,NCT03058692,Two Doses of Multimeric-001 (M-001) Followed by Influenza Vaccine,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Influenza; Influenza Immunisation,120,Influenza Multimeric-001 Vaccine; Placebo; Quadrivalent Recombinant Seasonal Influenza Vaccine,303.8,-1.25,0.96,33.51,33.09,Low,Loser,Clinical Data,
NRC,2021-01-13,2021-01-13,NCT02564744,Study to Evaluate the Efficacy and Tolerability of Debio 1562 in Combination With Rituximab in Participants With Relapsed and/or Refractory DLBCL and Other Forms of NHL,PHASE2,Debiopharm International SA,Diffuse Large B-Cell Lymphoma; B-cell Non-Hodgkin's Lymphoma,100,Debio 1562; Rituximab,303.8,-1.46,1.33,40.77,40.17,Low,Loser,Clinical Data,
BDTX,2018-11-12,,NCT03193398,BTRX-246040 Administered Once Daily to Patients With Major Depressive Disorder,PHASE2,"BlackThorn Therapeutics, Inc.",Major Depressive Disorder,104,BTRX-246040 oral capsule(s); Placebo oral capsule(s),140.7,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NVS,2019-12-16,2019-12-16,NCT03809611,A Study of Safety and Efficacy of UNR844 Chloride (UNR844-Cl) Eye Drops in Subjects With Presbyopia.,PHASE2,Novartis Pharmaceuticals,Presbyopia,125,UNR844-Cl; Placebo,,0.09,0.67,71.54,71.61,Low,Gainer,Clinical Data,
PRME,2020-09-23,,NCT03694522,A Study of Bemarituzumab (FPA144) Combined With Modified FOLFOX6 (mFOLFOX6) in Gastric/Gastroesophageal Junction Cancer,PHASE2,"Five Prime Therapeutics, Inc.",Gastric Cancer,155,Bemarituzumab; Placebo; Modified FOLFOX6,834.0,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NRC,2019-08-26,2019-08-26,NCT03666572,Pilot of a Prebiotic and Probiotic Trial in Young Infants With Severe Acute Malnutrition,PHASE2,"International Centre for Diarrhoeal Disease Research, Bangladesh",Severe Acute Malnutrition,87,Bifidobacterium infantis; Bifidobacterium infantis with prebiotic Lacto-N-neotetraose [LNnT]; Placebo (Lactose),303.8,1.61,1.9,54.51,55.38,Low,Gainer,Clinical Data,
NVS,2021-12-17,2021-12-17,NCT03060577,An Extension Trial of Inclisiran in Participants With Cardiovascular Disease and High Cholesterol,PHASE2,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease; Symptomatic Atherosclerosis; Type2 Diabetes; Familial Hypercholesterolemia,382,Inclisiran; Evolocumab,,-0.2,-0.84,71.38,71.24,Low,Loser,Clinical Data,
NRC,2014-05-01,2014-05-01,NCT00979992,Sunitinib Malate in Treating Patients With Persistent or Recurrent Clear Cell Ovarian Cancer,PHASE2,National Cancer Institute (NCI),Ovarian Clear Cell Adenocarcinoma; Recurrent Ovarian Carcinoma,35,Laboratory Biomarker Analysis; Sunitinib Malate,303.8,-2.98,-1.27,12.28,11.91,Low,Loser,Clinical Data,
MRNA,2022-09-27,2022-09-27,NCT04956575,A Study of mRNA-1010 Seasonal Influenza Vaccine in Healthy Adults,PHASE1/PHASE2,"ModernaTX, Inc.",Seasonal Influenza,885,mRNA-1010; Placebo; Active Comparator,,2.12,2.06,119.69,122.23,Low,Gainer,Clinical Data,
LLY,2017-05-25,2017-05-25,NCT01663857,A Study LY2228820 for Recurrent Ovarian Cancer,PHASE1/PHASE2,Eli Lilly and Company,Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer,118,LY2228820; Carboplatin; Placebo,,0.49,0.12,68.2,68.54,Low,Gainer,Clinical Data,
PFE,2018-06-25,2018-06-25,NCT03170609,"A Phase 1/2, Randomized, Placebo-controlled, Observer-blinded Trial To Evaluate The Safety, Tolerability, And Immunogenicity Of A Multivalent Group B Streptococcus Vaccine In Healthy Adults 18 To 49 Years Of Age",PHASE2,Pfizer,Group B Streptococcal Infections,365,Multivalent group B streptococcus vaccine; Placebo,,-0.36,-0.36,24.33,24.25,Low,Loser,Clinical Data,
HRMY,2022-11-09,2022-11-09,NCT05149898,Open-Label Study of ZYN002 Administered as a Transdermal Gel to Children and Adolescents With 22q11.2 Deletion Syndrome (INSPIRE),PHASE2,"Harmony Biosciences Management, Inc.",22Q11.2 Deletion Syndrome,20,ZYN002,1643.8,-2.68,0.1,58.65,57.08,Low,Loser,Clinical Data,
MRK,2015-09-30,2015-09-30,NCT01905657,Study of Two Doses of Pembrolizumab (MK-3475) Versus Docetaxel in Previously Treated Participants With Non-Small Cell Lung Cancer (MK-3475-010/KEYNOTE-010),PHASE2/PHASE3,Merck Sharp & Dohme LLC,Non Small Cell Lung Cancer (NSCLC),1034,Pembrolizumab; Docetaxel,,1.52,1.48,33.54,34.05,Low,Gainer,Clinical Data,
NVS,2020-02-27,2020-02-27,NCT03499899,"A Study of Efficacy and Safety of LAG525 in Combination With Spartalizumab, or With Spartalizumab and Carboplatin, or With Carboplatin, in Patients With Advanced Triple-negative Breast Cancer",PHASE2,Novartis Pharmaceuticals,Triple-negative Breast Cancer,88,LAG525; PDR001; Carboplatin,,-1.25,-3.62,67.02,66.18,Low,Loser,Clinical Data,
NVS,2021-10-08,,NCT04072887,Dose-range Finding Efficacy and Safety Study for QBW251 in COPD Patients,PHASE2,Novartis Pharmaceuticals,"Pulmonary Disease, Chronic Obstructive",974,QBW251; Placebo; COPD maintenance background therapy,,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NRC,2021-02-10,2021-02-10,NCT03952650,Sanaria PfSPZ Challenge With Pyrimethamine or Chloroquine Chemoprophylaxis Vaccination (PfSPZ-CVac Approach): A Randomized Double Blind Placebo Controlled Phase I/II Trial to Determine Safety and Protective Efficacy Against Natural Plasmodium Falcipa...,PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Malaria,252,Chloroquine Phosphate; PfSPZ Challenge; Pyrimethamine,303.8,-2.52,-1.32,46.46,45.29,Low,Loser,Clinical Data,
NRC,2022-04-23,2022-04-25,NCT04988035,ACTIV-5 / Big Effect Trial (BET-C) for the Treatment of COVID-19,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),COVID-19,201,Danicopan; Placebo; Remdesivir,303.8,-0.29,-3.67,33.75,33.65,Low,Loser,Clinical Data,
AMGN,2016-08-23,2016-08-23,NCT01740297,Ipilimumab With or Without Talimogene Laherparepvec in Unresected Melanoma,PHASE1/PHASE2,Amgen,Melanoma,217,Talimogene laherparepvec; Ipilimumab,,0.03,-2.01,131.13,131.17,Low,Gainer,Clinical Data,
ABBV,2017-08-03,2017-08-03,NCT02720523,A Study to Compare Upadacitinib (ABT-494) to Placebo in Adults With Rheumatoid Arthritis (RA) Who Are on a Stable Dose of Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs (csDMARDs) and Have an Inadequate Response to csDMARDs,PHASE2/PHASE3,AbbVie,Rheumatoid Arthritis,197,Placebo; Upadacitinib,,0.4,0.4,49.48,49.68,Low,Gainer,Clinical Data,
NRC,2018-10-31,2018-10-31,NCT01854359,Idebenone for Primary Progressive Multiple Sclerosis,PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Multiple Sclerosis; Primary Progressive Multiple Sclerosis,61,Idebenone,303.8,1.14,1.14,32.17,32.54,Low,Gainer,Clinical Data,
NRC,2020-06-19,2020-06-19,NCT03738241,2017 A/H7N9 IIV Revaccination,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Avian Influenza; Influenza Immunisation,304,A/H7N9; AS03; Phosphate Buffered Saline (PBS) diluent,303.8,0.33,1.7,48.65,48.81,Low,Gainer,Clinical Data,
NRC,2021-10-11,2021-10-11,NCT04364269,"Safety, Tolerability, Pharmacokinetics (PK), Pharmacodynamics (PD) and Preliminary Efficacy of VIT-2763 in β-thalassaemia",PHASE2,Vifor (International) Inc.,Beta-Thalassemia; Non-transfusion-dependent Thalassemia,35,VIT-2763 once a day (QD); VIT-2763 twice a day (BID); Placebo,303.8,1.78,3.3,38.25,38.93,Low,Gainer,Clinical Data,
NRC,2018-12-31,2018-12-31,NCT01863914,Vascular Protective Effect of Rosuvastatin in Arteriovenous Fistula,PHASE2,National Cheng-Kung University Hospital,End-stage Kidney Disease; Diabetes Mellitus; Arteriovenous Fistula,60,Rosuvastatin,303.8,-1.37,-0.96,33.67,33.21,Low,Loser,Clinical Data,
NRC,2017-12-31,2018-01-02,NCT01076543,Lenalidomide and Temsirolimus in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma or Non-Hodgkin Lymphoma,PHASE1/PHASE2,National Cancer Institute (NCI),AIDS-Related Hodgkin Lymphoma; Recurrent Adult Hodgkin Lymphoma; Recurrent Follicular Lymphoma; Recurrent Lymphoplasmacytic Lymphoma; Recurrent Marginal Zone Lymphoma; Recurrent Non-Hodgkin Lymphoma; Recurrent T-Cell Non-Hodgkin Lymphoma; Waldenstrom Macroglobulinemia,110,Laboratory Biomarker Analysis; Lenalidomide; Temsirolimus,303.8,-1.34,-1.21,31.5,31.08,Low,Loser,Clinical Data,
GOSS,2020-07-23,2020-07-23,NCT03683576,GB001 in Adult Subjects With Moderate to Severe Asthma,PHASE2,"GB001, Inc, a wholly owned subsidiary of Gossamer Bio, Inc.",Asthma,481,GB001; Placebo,98.3,-2.11,-4.5,14.21,13.91,Low,Loser,Clinical Data,
